SampleID,OlinkID,UniProt,Assay,Panel,NPX,LOD,QC_Warning,PlateID,SampleQC,BelowLOD,MissingFreq
S001,OID10105,P10105,Protein_105,Olink Cardiometabolic,6.2617,6.1878,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10106,P10106,Protein_106,Olink Neurology,9.5468,8.3927,Pass,Plate_C,Pass,False,0.0
S001,OID10107,P10107,Protein_107,Olink Oncology,7.9832,6.7854,Pass,Plate_C,Pass,False,0.03125
S001,OID10108,P10108,Protein_108,Olink Inflammation,8.0289,7.354,Pass,Plate_C,Pass,False,0.0
S001,OID10109,P10109,Protein_109,Olink Cardiometabolic,9.1661,8.3187,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10110,P10110,Protein_110,Olink Neurology,7.6292,7.102,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10111,P10111,Protein_111,Olink Oncology,9.5112,8.1145,Pass,Plate_C,Pass,False,0.03125
S001,OID10112,P10112,Protein_112,Olink Inflammation,8.094,6.7184,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10113,P10113,Protein_113,Olink Cardiometabolic,7.8239,6.2982,Pass,Plate_C,Pass,False,0.03125
S001,OID10114,P10114,Protein_114,Olink Neurology,9.2676,7.5216,Pass,Plate_C,Pass,False,0.0
S001,OID10115,P10115,Protein_115,Olink Oncology,8.7857,6.9123,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10116,P10116,Protein_116,Olink Inflammation,6.6855,5.6586,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10117,P10117,Protein_117,Olink Cardiometabolic,8.574,7.1381,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10118,P10118,Protein_118,Olink Neurology,6.8269,4.8294,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10119,P10119,Protein_119,Olink Oncology,6.7243,5.8979,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10120,P10120,Protein_120,Olink Inflammation,6.6311,5.0824,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10121,P10121,Protein_121,Olink Cardiometabolic,8.982,7.7702,Warning,Plate_C,Pass,False,0.0
S001,OID10122,P10122,Protein_122,Olink Neurology,8.8821,7.5538,Pass,Plate_C,Pass,False,0.03125
S001,OID10123,P10123,Protein_123,Olink Oncology,7.3215,5.6797,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10124,P10124,Protein_124,Olink Inflammation,8.3663,7.141,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10125,P10125,Protein_125,Olink Cardiometabolic,9.9606,8.1033,Pass,Plate_C,Pass,False,0.0
S001,OID10126,P10126,Protein_126,Olink Neurology,8.3994,6.848,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10127,P10127,Protein_127,Olink Oncology,7.6366,6.7736,Pass,Plate_C,Pass,False,0.0
S001,OID10128,P10128,Protein_128,Olink Inflammation,8.7458,7.2007,Pass,Plate_C,Pass,False,0.03125
S001,OID10129,P10129,Protein_129,Olink Cardiometabolic,8.3264,6.325,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10130,P10130,Protein_130,Olink Neurology,8.9455,6.921,Pass,Plate_C,Pass,False,0.03125
S001,OID10131,P10131,Protein_131,Olink Oncology,8.3416,7.9491,Pass,Plate_C,Pass,False,0.03125
S001,OID10132,P10132,Protein_132,Olink Inflammation,8.8932,6.9075,Pass,Plate_C,Pass,False,0.0
S001,OID10133,P10133,Protein_133,Olink Cardiometabolic,8.0552,7.1875,Pass,Plate_C,Pass,False,0.0
S001,OID10134,P10134,Protein_134,Olink Neurology,7.9816,6.6357,Pass,Plate_C,Pass,False,0.03125
S001,OID10135,P10135,Protein_135,Olink Oncology,9.6741,8.0473,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10136,P10136,Protein_136,Olink Inflammation,7.7846,6.9652,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10137,P10137,Protein_137,Olink Cardiometabolic,8.9247,7.2009,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10138,P10138,Protein_138,Olink Neurology,8.9892,8.2054,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10139,P10139,Protein_139,Olink Oncology,8.1644,7.2579,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10140,P10140,Protein_140,Olink Inflammation,7.8502,6.0211,Pass,Plate_C,Pass,False,0.0
S001,OID10141,P10141,Protein_141,Olink Cardiometabolic,6.8737,6.1892,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10142,P10142,Protein_142,Olink Neurology,6.2019,4.6559,Pass,Plate_C,Pass,False,0.0
S001,OID10143,P10143,Protein_143,Olink Oncology,9.4707,7.6677,Pass,Plate_C,Pass,False,0.0
S001,OID10144,P10144,Protein_144,Olink Inflammation,7.9149,6.3421,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10145,P10145,Protein_145,Olink Cardiometabolic,8.2564,6.9957,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10146,P10146,Protein_146,Olink Neurology,7.7711,6.0894,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10147,P10147,Protein_147,Olink Oncology,6.46,6.1938,Pass,Plate_C,Pass,False,0.03125
S001,OID10148,P10148,Protein_148,Olink Inflammation,6.3511,5.492,Pass,Plate_C,Pass,False,0.0
S001,OID10149,P10149,Protein_149,Olink Cardiometabolic,9.8038,7.9701,Pass,Plate_C,Pass,False,0.03125
S001,OID10150,P10150,Protein_150,Olink Neurology,7.131,6.6197,Pass,Plate_C,Pass,False,0.041666666666666664
S001,OID10151,P10151,Protein_151,Olink Oncology,7.8059,7.3189,Pass,Plate_C,Pass,False,0.0
S001,OID10152,P10152,Protein_152,Olink Inflammation,6.9189,5.7414,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10153,P10153,Protein_153,Olink Cardiometabolic,8.6543,7.4474,Pass,Plate_C,Pass,False,0.0
S001,OID10154,P10154,Protein_154,Olink Neurology,8.5244,7.2332,Pass,Plate_C,Pass,False,0.0
S001,OID10155,P10155,Protein_155,Olink Oncology,8.8228,6.9895,Pass,Plate_C,Pass,False,0.041666666666666664
S001,OID10156,P10156,Protein_156,Olink Inflammation,5.949,4.488,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10157,P10157,Protein_157,Olink Cardiometabolic,8.2184,6.8971,Pass,Plate_C,Pass,False,0.0
S001,OID10158,P10158,Protein_158,Olink Neurology,7.0367,5.7544,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10159,P10159,Protein_159,Olink Oncology,9.7206,8.2516,Pass,Plate_C,Pass,False,0.0
S001,OID10160,P10160,Protein_160,Olink Inflammation,7.6823,6.944,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10161,P10161,Protein_161,Olink Cardiometabolic,7.4933,6.0698,Pass,Plate_C,Pass,False,0.0
S001,OID10162,P10162,Protein_162,Olink Neurology,8.8226,7.1953,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10163,P10163,Protein_163,Olink Oncology,7.0467,5.6145,Pass,Plate_C,Pass,False,0.03125
S001,OID10164,P10164,Protein_164,Olink Inflammation,6.8783,5.4357,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10165,P10165,Protein_165,Olink Cardiometabolic,7.5753,5.4954,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10166,P10166,Protein_166,Olink Neurology,7.8775,6.9219,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10167,P10167,Protein_167,Olink Oncology,8.7794,7.7227,Pass,Plate_C,Pass,False,0.0
S001,OID10168,P10168,Protein_168,Olink Inflammation,7.8138,6.4533,Pass,Plate_C,Pass,False,0.0
S001,OID10169,P10169,Protein_169,Olink Cardiometabolic,7.7642,6.1245,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10170,P10170,Protein_170,Olink Neurology,9.3992,7.6697,Pass,Plate_C,Pass,False,0.03125
S001,OID10171,P10171,Protein_171,Olink Oncology,8.0479,6.3487,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10172,P10172,Protein_172,Olink Inflammation,6.5493,5.8327,Pass,Plate_C,Pass,False,0.0
S001,OID10173,P10173,Protein_173,Olink Cardiometabolic,9.5683,7.5769,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10174,P10174,Protein_174,Olink Neurology,8.7467,7.5783,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10175,P10175,Protein_175,Olink Oncology,9.3618,7.4786,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10176,P10176,Protein_176,Olink Inflammation,8.7568,7.5879,Pass,Plate_C,Pass,False,0.0
S001,OID10177,P10177,Protein_177,Olink Cardiometabolic,8.9095,7.5138,Pass,Plate_C,Pass,False,0.0
S001,OID10178,P10178,Protein_178,Olink Neurology,7.3575,6.3758,Pass,Plate_C,Pass,False,0.041666666666666664
S001,OID10179,P10179,Protein_179,Olink Oncology,8.0373,6.9285,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10180,P10180,Protein_180,Olink Inflammation,7.6767,6.5874,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10181,P10181,Protein_181,Olink Cardiometabolic,7.1085,5.4284,Pass,Plate_C,Pass,False,0.03125
S001,OID10182,P10182,Protein_182,Olink Neurology,8.3884,7.4935,Pass,Plate_C,Pass,False,0.0
S001,OID10183,P10183,Protein_183,Olink Oncology,9.4052,7.6041,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10184,P10184,Protein_184,Olink Inflammation,8.3507,7.3185,Pass,Plate_C,Pass,False,0.03125
S001,OID10185,P10185,Protein_185,Olink Cardiometabolic,7.0781,6.1796,Warning,Plate_C,Pass,False,0.010416666666666666
S001,OID10186,P10186,Protein_186,Olink Neurology,7.3514,5.828,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10187,P10187,Protein_187,Olink Oncology,8.2304,6.238,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10188,P10188,Protein_188,Olink Inflammation,8.3778,7.1002,Pass,Plate_C,Pass,False,0.041666666666666664
S001,OID10189,P10189,Protein_189,Olink Cardiometabolic,9.0221,7.7769,Pass,Plate_C,Pass,False,0.0
S001,OID10190,P10190,Protein_190,Olink Neurology,8.8006,7.7797,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10191,P10191,Protein_191,Olink Oncology,8.075,6.6858,Pass,Plate_C,Pass,False,0.0
S001,OID10192,P10192,Protein_192,Olink Inflammation,6.8348,6.0707,Pass,Plate_C,Pass,False,0.0
S001,OID10193,P10193,Protein_193,Olink Cardiometabolic,8.8117,7.0345,Pass,Plate_C,Pass,False,0.0
S001,OID10194,P10194,Protein_194,Olink Neurology,7.5952,6.1878,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10195,P10195,Protein_195,Olink Oncology,9.727,7.7301,Pass,Plate_C,Pass,False,0.0
S001,OID10196,P10196,Protein_196,Olink Inflammation,7.0314,6.3924,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10197,P10197,Protein_197,Olink Cardiometabolic,6.9631,5.758,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10198,P10198,Protein_198,Olink Neurology,7.4124,6.5896,Pass,Plate_C,Pass,False,0.0
S001,OID10199,P10199,Protein_199,Olink Oncology,6.7625,5.6588,Pass,Plate_C,Pass,False,0.0
S001,OID10200,P10200,Protein_200,Olink Inflammation,6.4763,5.0294,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10201,P10201,Protein_201,Olink Cardiometabolic,7.9254,7.6407,Pass,Plate_C,Pass,False,0.0
S001,OID10202,P10202,Protein_202,Olink Neurology,6.6147,5.7794,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10203,P10203,Protein_203,Olink Oncology,8.1034,6.9972,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10204,P10204,Protein_204,Olink Inflammation,8.6195,7.0169,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10205,P10205,Protein_205,Olink Cardiometabolic,8.5023,7.0948,Pass,Plate_C,Pass,False,0.0
S001,OID10206,P10206,Protein_206,Olink Neurology,7.8631,6.9475,Pass,Plate_C,Pass,False,0.0
S001,OID10207,P10207,Protein_207,Olink Oncology,7.8484,5.8092,Pass,Plate_C,Pass,False,0.0
S001,OID10208,P10208,Protein_208,Olink Inflammation,8.433,7.5053,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10209,P10209,Protein_209,Olink Cardiometabolic,8.9067,7.2755,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10210,P10210,Protein_210,Olink Neurology,8.4087,7.8981,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10211,P10211,Protein_211,Olink Oncology,7.7183,6.5021,Pass,Plate_C,Pass,False,0.0
S001,OID10212,P10212,Protein_212,Olink Inflammation,8.5174,7.0162,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10213,P10213,Protein_213,Olink Cardiometabolic,9.1995,7.202,Warning,Plate_C,Pass,False,0.0
S001,OID10214,P10214,Protein_214,Olink Neurology,7.9541,7.0977,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10215,P10215,Protein_215,Olink Oncology,7.3107,6.4624,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10216,P10216,Protein_216,Olink Inflammation,9.5529,8.2233,Warning,Plate_C,Pass,False,0.0
S001,OID10217,P10217,Protein_217,Olink Cardiometabolic,6.2561,5.0947,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10218,P10218,Protein_218,Olink Neurology,8.6144,7.9986,Pass,Plate_C,Pass,False,0.0
S001,OID10219,P10219,Protein_219,Olink Oncology,6.8438,5.4172,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10220,P10220,Protein_220,Olink Inflammation,6.6846,7.0256,Pass,Plate_C,Pass,True,0.010416666666666666
S001,OID10221,P10221,Protein_221,Olink Cardiometabolic,7.8132,6.0108,Pass,Plate_C,Pass,False,0.0
S001,OID10222,P10222,Protein_222,Olink Neurology,7.6611,6.2414,Pass,Plate_C,Pass,False,0.0
S001,OID10223,P10223,Protein_223,Olink Oncology,6.7127,5.5818,Pass,Plate_C,Pass,False,0.0
S001,OID10224,P10224,Protein_224,Olink Inflammation,8.3446,7.6755,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10225,P10225,Protein_225,Olink Cardiometabolic,7.1964,5.5534,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10226,P10226,Protein_226,Olink Neurology,6.7783,5.4917,Pass,Plate_C,Pass,False,0.0
S001,OID10227,P10227,Protein_227,Olink Oncology,7.281,6.3705,Pass,Plate_C,Pass,False,0.010416666666666666
S001,OID10228,P10228,Protein_228,Olink Inflammation,6.8521,5.2204,Pass,Plate_C,Pass,False,0.020833333333333332
S001,OID10229,P10229,Protein_229,Olink Cardiometabolic,8.029,6.7306,Pass,Plate_C,Pass,False,0.020833333333333332
